,category,text
448,carnation,"Phymatotrichopsis omnivora is a necrotic fungal pathogen that has a very broad host range, attacking almost 2000 dicotyledonous species. It inhabits alkaline, calcareous soils in southwestern United States. It particularly targets dicots as most monocots are immune. Economically important plant hosts affected by the pathogen include: peanuts, cotton, alfalfa, apple, pecans, and ornamental trees.First symptoms of disease is often chlorosis of the leaves then followed by browning and wilting. Two weeks of the first symptoms appear, the plant dies. In the field, infected cotton plants exhibit wilting in the mid to late summer form large circular patches and later die. Upon closer examination, the host plant's vascular system show extensive discoloration. Beneath the soil surface, other  observable signs are present. Distinctive cruciform branched hyphae develop on infected root tissue which are observable with compound microscope (Figure 1). In addition, taproots of the infect plant are covered in mycelial strands.   Another macroscopic sign are tan and white spore mats developed on the soil surface near the infected plants during favorable high moisture environmental conditions. Despite the name, these spore mats are not known to aid in dispersal. Although presence of the conidial phase on the spore mats is known, the function of the conidia remains unknown since conidial germination is rarely observed"
449,carnation,"Phymatotrichopsis omnivora is a necrotic fungal pathogen that has a very broad host range, attacking almost 2000 dicotyledonous species. It inhabits alkaline, calcareous soils in southwestern United States. It particularly targets dicots as most monocots are immune. Economically important plant hosts affected by the pathogen include: peanuts, cotton, alfalfa, apple, pecans, and ornamental trees.First symptoms of disease is often chlorosis of the leaves then followed by browning and wilting. Two weeks of the first symptoms appear, the plant dies. In the field, infected cotton plants exhibit wilting in the mid to late summer form large circular patches and later die. Upon closer examination, the host plant's vascular system show extensive discoloration. Beneath the soil surface, other  observable signs are present. Distinctive cruciform branched hyphae develop on infected root tissue which are observable with compound microscope (Figure 1). In addition, taproots of the infect plant are covered in mycelial strands.   Another macroscopic sign are tan and white spore mats developed on the soil surface near the infected plants during favorable high moisture environmental conditions. Despite the name, these spore mats are not known to aid in dispersal. Although presence of the conidial phase on the spore mats is known, the function of the conidia remains unknown since conidial germination is rarely observed"
450,carnation,"Phytophthora nicotianae has a broad host range comprising 255 genera from 90 families. Hosts include tobacco, onion, tomato, ornamentals, cotton, pepper, and citrus plants. This pathogen can cause root rot, crown rot, fruit rot, leaf infection, and stem infection. Root rot symptoms are observed on tobacco, poinsettia, tomato, pineapple, watermelon, and  as well as African violet. Fruit rots occur on tomato, papaya, and eggplant. Onion shows a leaf and stem infection. In tobacco Black Shank affects the roots and basal stem area, but all parts of the plant can become infected. Damping off symptoms can be observed in young seedlings. The first above ground symptom that will be observed is the wilting of plants, which leads to stunting. Roots will be blackened and decayed. In final stages of the disease the stem begins to turn black, hence the name Black Shank. As this happens, tobacco leaves turn brown and become not marketable. Another symptom is disk-like appearance of the pith, although this is not a definitive symptom as it may also be the result of lightning strikes. On onion it causes the disease known as Phytophthora neck and bulb rot. Different stages of onion may be affected. Initially, tips of newly infected plants start to yellow and dry followed by softening of the ""neck"" of the plants that eventually fall over. Infected leaves may show grey lesions. Roots may become necrotic in late disease."
451,carnation,"Root lesion nematodes infect a great variety of hosts. Pratylenchus penetrans alone has over 350 host plants. They include agricultural crops such as soybeans, potatoes, corn, bananas, and wheat. The genus is found most often in corn. Signs of disease are similar in most plants and generally include necrotic lesions of the roots. The lesions can also be entrances for pathogenic bacteria and fungi, which produce secondary infections. Above ground the plant becomes stunted, chlorotic, and wilted, and it often dies. A crop field may be patchy as plants wither and die. Root lesion nematodes can cause significant yield losses."
452,carnation,"Rhizoctonia solani sensu lato causes a wide range of commercially significant plant diseases. It is one of the fungi responsible for brown patch (a turfgrass disease), damping off (e.g. in soybean seedlings), black scurf of potatoes, bare patch of cereals, root rot of sugar beet, belly rot of cucumber, sheath blight of rice, and many other pathogenic conditions.  The fungus, therefore, has a wide host range and strains of R. solani may differ in the hosts they are able to infect, the virulence of infection, selectivity for a given host (which may range from nonpathogenic to highly virulent), the temperature at which infection occurs, the ability to develop in lower soil levels, the ability to form sclerotia, the growth rate, and survival in a certain area. These factors may not always be distinctive in every host that Rhizoctonia attacks or in every strain thereof.R. solani primarily attacks seeds of plants below the soil surface, but can also infect pods, roots, leaves, and stems. The most common symptom of Rhizoctonia is ""damping off"", or the failure of infected seeds to germinate. R. solani may invade the seed before it has germinated to cause this pre-emergent damping off, or it can kill very young seedlings soon after they emerge from the soil. Seeds that do germinate before being killed by the fungus have reddish-brown lesions and cankers on stems and roots.Various environmental conditions put plants at higher risk of infection. The pathogen prefers warmer, wet climates for infection and growth. Seedlings are most susceptible to disease in their early stages.Cereals in regions of England, South Australia, Canada, and India experience losses caused by R. solani every year. Roots are killed back, causing plants to be stunted and spindly. Other non-cereal plants in those regions can experience brown stumps as another symptom of the pathogen. R. solani can also cause hypocotyl and stem cankers on mature plants of tomatoes, potatoes, and cabbages. Strands of mycelium and sometimes sclerotia appear on their surfaces. Roots turn brown and die after a period of time. The best known symptom of R. solani is black scurf on potato tubers,  the scurf being the sclerotia of the fungus."
453,carnation,"S. sclerotiorum is among the most omnivorous of plant pathogens and so would not make a good mycoherbicide. Economically significant hosts include Vicia faba, for which Lithourgidis et al have done extensive work over the years. Common hosts of white mold are herbaceous, succulent plants, particularly flowers and vegetables. Sunflowers are common hosts for white mold. It can also affect woody ornamentals occasionally, usually on juvenile tissue. White mold can affect their hosts at any stage of growth, including seedlings, mature plants, and harvested products. It can usually be found on tissues with high water content and in close proximity to the soil. One of the first symptoms noticed is an obvious area of white, fluffy mycelial growth. Usually this is preceded by pale to dark brown lesions on the stem at the soil line. The mycelium then cover this necrotic area. Once the xylem is affected, other symptoms occur higher up in the plant. These can include chlorosis, wilting, leaf drop, and death quickly follows. On fruits, the initial dark lesions occur on the tissue that comes in contact with the soil. Next, white fungal mycelium covers the fruit and it decays. This can occur when the fruit is in the field or when in storage."
454,carnation,"Rhizoctonia solani sensu lato causes a wide range of commercially significant plant diseases. It is one of the fungi responsible for brown patch (a turfgrass disease), damping off (e.g. in soybean seedlings), black scurf of potatoes, bare patch of cereals, root rot of sugar beet, belly rot of cucumber, sheath blight of rice, and many other pathogenic conditions.  The fungus, therefore, has a wide host range and strains of R. solani may differ in the hosts they are able to infect, the virulence of infection, selectivity for a given host (which may range from nonpathogenic to highly virulent), the temperature at which infection occurs, the ability to develop in lower soil levels, the ability to form sclerotia, the growth rate, and survival in a certain area. These factors may not always be distinctive in every host that Rhizoctonia attacks or in every strain thereof.R. solani primarily attacks seeds of plants below the soil surface, but can also infect pods, roots, leaves, and stems. The most common symptom of Rhizoctonia is ""damping off"", or the failure of infected seeds to germinate. R. solani may invade the seed before it has germinated to cause this pre-emergent damping off, or it can kill very young seedlings soon after they emerge from the soil. Seeds that do germinate before being killed by the fungus have reddish-brown lesions and cankers on stems and roots.Various environmental conditions put plants at higher risk of infection. The pathogen prefers warmer, wet climates for infection and growth. Seedlings are most susceptible to disease in their early stages.Cereals in regions of England, South Australia, Canada, and India experience losses caused by R. solani every year. Roots are killed back, causing plants to be stunted and spindly. Other non-cereal plants in those regions can experience brown stumps as another symptom of the pathogen. R. solani can also cause hypocotyl and stem cankers on mature plants of tomatoes, potatoes, and cabbages. Strands of mycelium and sometimes sclerotia appear on their surfaces. Roots turn brown and die after a period of time. The best known symptom of R. solani is black scurf on potato tubers,  the scurf being the sclerotia of the fungus."
455,carrot,"Alternaria alternata has many different hosts depending on its forma specialis.A. a. f. sp. lycopersici (AAL) infects only certain cultivars of tomato plants and is often referred to as Alternaria stem canker of tomato. AAL's main symptom is cankers in the stem. It resides in seeds and seedlings, and is often spread by spores as they become airborne and land on plants. It can also spread throughout other plants.  Under severe infection, lesions enlarge and become coalesced causing blighting of the leaves. This symptom progression occurred in research done in Pakistan: the symptoms on affected tomatoes started with yellowing and browning of the lower leaves, then began developing on the leaf tips and along the margins of the leaf petiole. This progression continued until the entire leaves were covered in diseased tissue and then fell off. In addition to necrotic leaves and petioles, plants are found to have severe defoliation, with considerable yield losses when it occurs before flowering. The tomato fruit can also be infected as well, with brown cankers dotting them and making them inedible. Once the disease has spread to a certain point, little can be done to save the tomato plant.There are several host factors that affect disease development. For example, various signaling pathways in tomato plants affect their susceptibility to AAL. Salicylic acid promotes resistance to AAL and antagonizes the ethylene response. Ethylene controls the synthesis of jasmonic acid, which is a necessary pathway for immunity. Independently of each other, salicylic acid, ethylene, and jasmonic acid can influence the susceptibility of tomato to AAL. Diagnosis of AAL is often from observing signs and symptoms from this fungal pathogen. In addition, a tomato cultivar's resistance to a toxin produced by AAL also affects disease development."
456,carrot,"Alternaria Leaf Blight is a foliar disease of carrots caused by the fungus Alternaria dauci. Alternaria dauci is included in the porri species group of Alternaria, which is classified for having large conidium and a long, slender filiform beak. Because many of the members of this group have similar morphology, Alternaria dauci has also been classified as formae specialis of carrots, or A. porri f. sp. dauci. It has been well established that the host range of this disease is on cultivated and wild carrot, but it has also been claimed that Alternaria dauci has the ability to infect wild parsnip, celery, and parsley. A study in 2011 by Boedo et al. evaluated the host range of Alternaria dauci in a controlled environment and concluded that several non-carrot species could constitute alternate hosts, such as Ridolfia segetum (corn parsley) and Caucalis tenet (hedge parsley). Despite their findings, reports of A. dauci colonization on non-carrot hosts continues to be debated because the use of Koch's Postulates on recovered isolates of A. dauci is challenging and is rarely reported; in addition, few reports are often made of such infections in field settings.Symptoms of A. dauci appear first as greenish-brown, then water-soaked, and finally necrotic lesions 8–10 days following an infection event. These lesions will appear on carrot leaflets and petioles, and have a characteristic chlorotic, yellow halo. The lesions can be irregularly shaped, and will often appear on older leaves first. Older leaves are the most susceptible to infection; when approximately 40% of the leaf surface area has become infected by Alternaria dauci, the leaf will completely yellow, collapse, and die. It is during extended conditions of warm, moist weather that lesions can coalesce and cause entire tops of carrot plants to die off, a phenomenon that is sometimes mistaken for frost damage. The symptoms of this disease are also commonly confused with Cercospora Leaf Blight of carrots as well as bacterial blight, and microscopic analysis is frequently needed to accurately diagnose the pathogen. A. dauci produces characteristically dark to olive-brown hyphae and elongated conidiophores, with conidia typically borne singly. Petiole infection can also occur without any lesion development on leaflets, and A. dauci can additionally result in damping-off of seedlings, seed stalk blight, and inflorescence infections. These symptoms can significantly reduce yield due to lost photosynthetic activity, prevention of mechanical harvest, and infection of commercial carrot seeds."
457,carrot,"Aster yellows affects a long list of plant species including native plants, annual flowering plants, ornamentals, weeds, and vegetables crops. The largest family affected is the Asteraceae, and ornamental plants commonly infected are asters, marigolds, coreopsis, sunflowers, and purple coneflower.  Regarding vegetable crops, onion, lettuce, celery, and carrot are affected with the latter suffering the greatest losses.The range of characteristic symptoms varies by the phytoplasma strain, timing of infection, plant species, temperature, age, and size of the plant. The symptoms can be mistaken for herbicide damage or virus symptoms.  They include vein clearing until the entire leaf becomes chlorotic, stunting, deformation, virescence (greening of flowers), phyllody (development of leaf-like flower petals), reddening of foliage, reduced root system, and sterility.  Aster yellows does not typically kill perennial host plants. The symptoms caused by the disease are exacerbated by hot climates while some plants in cooler climates may be asymptomatic.Characteristic symptoms specific to the carrot include initial vein clearing and chlorosis, followed by production of many adventitious shoots, with the tops looking like a witches’-broom.  The internodes of such shoots are short as are the leaf petioles.  Young leaves are smaller and dry up while the petioles of older leaves twist and break off.  Any remaining older leaves turn bronze or red late in the season.  Floral parts are deformed and roots are smaller, abnormally shaped, and have woolly secondary roots.  The carrot roots are predisposed to soft rots in the field and storage and taste unpleasant to the consumer."
458,carrot,"There are a variety of hosts including but not limited to; banana, beans, cabbage, carrot, cassava, coffee, corn, cotton, onion, other crucifers, pepper, potato, sweet potato and tomato. Pandanus conoideus and karuka (Pandanus julianettii) get bacterial soft rot and necrosis on the leaves from Pectobacterium carotovorum subsp. carotovorum. For each host there are different symptoms displayed. Most symptoms are along the lines of watery and soft decay of the tissue. Cabbage and crucifers' symptoms start where the tissue makes contact with the soil. Often there is a change in color and in the case of a carrot, the whole taproot can be decayed leaving just the epidermis. Sweet potatoes show clear lesions that grow rapidly leaving a recognizable watery and soft, oozy tissue where only the peel remains intact.Potatoes experience a cream to tan colored tuber that becomes very soft and watery. A characteristic black border separates the diseased area and the healthy tissue. Only when the secondary organism invades the infected tissue does that decay become slimy with a foul odor. Like the carrot, the whole tuber can be consumed leaving just the epidermis in the soil. The foliage becomes weak and chlorotic with upward turned leaves and lesions on the stem. The stem also rots and becomes mushy with its colorless or brown lesions."
459,carrot,Plants that are infected will tend to display early symptoms within 5 days. The BCTV causes many symptoms including:Vein swelling (the earliest and most common symptom)Leaf curlingYellowing of leaves with purple veinsNecrosis and hyperplasia of the phloemFruit deformationPremature fruit ripeningReduced fruit quality and yieldStuntingDeath of young seedlings
460,carrot,Foliage becomes wilted and discoloured. Leaves turn rusty red to scarlet with some yellowing. Rusty-brown tunnels are seen under the outer skin of mature roots.
461,carrot,"The typical hosts for this virus are apiaceous plants, which is known as the carrot family. The virus specifically targets carrots, parsnips, and cilantro but only effects carrot as this is the only host for the vector. This virus alone does not cause symptoms in carrots, but in connection with Carrot red leaf virus (CRLV) causes yellowing, reddening of leaves and yield loss. This can often be confused as a deficiency in carrots. The paired disease is known as Carrot motley dwarf virus."
462,carrot,"Symptoms of celery mosaic virus include a distinct mottled pattern on the leaves, distorted leaf growth with exaggerated rosette formation. Some strains of celery mosaic virus cause a ""crinkled"" pattern to form on the leaves of the plant. Oftentimes, plants infected with celery mosaic virus early in their development do not produce usable crops. Plants infected by the virus late in their development may provide usable crops provided that the crops are harvested quickly after infection.Celery is the most common host of this virus. As the name implies, this virus causes a mosaic or mottling in the leaves of celery. There can also be malformation of leaflets. In older leaves, chorotic/necrotic spots may occur and the plants can be stunted.In addition to celery, this virus has been identified in other important crops in the  Apiaceae  including carrots (Daucus carota), coriander (Coriandrum sativum), parsley (Petroselinum crispum), parsnip (Pastinaca sativa), and dill (Anethum graveolens). It has also been identified in several weed species in the family Apiaceae, including poison hemlock (Conium maculatum), mock bishopweed (Ptilimnium capillaceum) and wild cherry (Apium leptophyllum).There is some confusion in the literature as to whether CeMV can infect hosts in the family Chenopodiaceae. In 2002, a paper reporting the results of a survey in Australia found three different but related potyviruses infecting species of the Apiaceae in Australia, CeMV, Carrot virus Y (CarVY), and Apium virus Y (ApVY). Both CarVY and ApVY have been shown to infect one or more species of Chenopodium. The latter reference, reporting ApVY infecting celery in New Zealand, found the plants to be doubly infected with CeMV and ApVY and the authors suggested that CeMV “may mask the presence of ApVY”. It is possible that one or both of these viruses have been undetected in mixed infections with CeMV in some of the past studies. With sequence data now available for both CarVY and ApVY this ambiguity may be cleared up in time."
463,carrot,"Mycocentrospora acerina has a wide host range effecting vegetables, ornamentals and weeds. Umbelliferous (carrot family) crops are particularly vulnerable and among the most economically important of the hosts. Mycocentrospora acerina causes an important post-harvest disease named ""liquorice rot"" in carrots which have been the most studied host. During the growing stage of carrots, the pathogen can cause damping-off and death of seedlings, stunting, early senescence, and leaf lesions that are brown necrotic flecks. Once the carrots are in storage the liquorice rot occurs where root lesions appear that are black in color."
464,carrot,"C. gloeosporioides has an extremely broad host range, causing anthracnose disease on a variety of crops such as cereals and grasses, legumes, fruits, vegetables, perennial crops, and trees. It has been observed as infecting harvested durian of the species Durio graveolens. Some studies suggest that C. gloeosporioides has sub-populations specific to each host. The symptoms can vary from host to host, but tend to manifest as water soaked, sunken spots on fruit that turn necrotic as the disease progresses, and small dark lesions on leaves.__Using mangoes, one of the most economically important hosts, as an example, fruit symptoms manifest late in the season as infected fruit ripens to maturity.  At this point fruit develops large, sunken areas of decay that are dark brown to black in color. Occasional fruit cracking can also occur when linear necrotic lesions develop into deep cracks through the epidermis that can extend down into the pulp of the fruit. Because symptoms remain unseen before ripening, plants that appear healthy upon picking can become quickly riddled with disease in storage or transport.  Mango leaves exhibit symptoms as small, angular, brown/black lesions that enlarge as the disease progresses.  Again, these symptoms vary from host to host, but mangoes serve as a decent example for the general symptomatology of this pathogen.In chestnuts, disease symptoms may also be called blossom end rot.   Browning of the chestnut burs at the blossom end may be a first sign in August. At harvest time, blackening of pointed end of the chestnut shell and kernel indicates infection. The extent of blackening can be variable. It can range from a barely visible black tip of the kernel to the whole nut being black.  Parts of the nut kernel with no color change remain edible.Regardless of host, C. gloeosporioides produces several signs useful for diagnosis.  When observed under a dissecting microscope acervuli can often be spotted if the diseased tissue has recently been under sporulating conditions.  These acervuli will appear orange to pinkish in color, due to the masses of conidia being produced on the surface, and will have black, hair-like, setae spiking out in several directions.  Under a compound microscope conidia appear ovoid in shape.  On certain hosts the teleomorph of this pathogen (G. cingulata) readily produces perithecia full of asci.  When cultured on potato dextrose media, this species can appear gray, orange, or pink in color, and will often exhibit concentric rings of growth radiating from the center.  C. gloeosporioides can also be identified by PCR if the required resources are available."
465,carrot,"This virus was first characterized in cucumbers (Cucumis sativus) showing mosaic symptoms in 1934, hence the name Cucumber mosaic. Since then, it has been found to infect a great variety of other plants. These include other vegetables such as squash, melons, peppers, eggplants, tomatoes, beans, carrots, celery, lettuce, spinach, beets, many ornamentals and bedding plants, such as Narcissus, and various weeds. Its presence has been confirmed on every continent of the world, including Antarctica.Symptoms seen with this virus include leaf mosaic or mottling (Fig. 1), yellowing, ringspots, stunting, and leaf, flower and fruit distortion. CMV also induces a type of symptom on leaves known as the ""shoestring"" effect on many host species. This effect causes young leaves to appear narrow and the entire plant to be stunted.Specifically, CMV can cause cucumbers to turn pale and bumpy. The leaves of these plants turn mosaic and their rugosity is often changed, making leaves wrinkled and misshapen. Growth of these plants is usually also stunted and produces few flowers. Often, cucumber fruits are oddly shaped, appear gray, and tested bitter. These appearances lead to them being referred to as ""white pickles"".Tomato plants are usually stunted and have poorly shaped leaves, or ""fernleaf"", when infected by CMV. Also certain strains of CMV can cause partial or total crop loss. CMV in peppers causes slightly different symptoms than the previously mentioned. Pepper plants often have severe foliar damage, shown as mosaic and necrotic rings. Often the peppers themselves are misshapen and contain chlorotic rings and spots. In celery, CMV causes streaking and spotting and can be often confused with symptoms of the celery mosaic virus. Symptoms of CMV in lettuce, such as chlorosis, plant stunting and often do not properly head, can be very similar to those of lettuce mosaic virus.CMV has also been identified in a lesser extent to a number of plant species. It is found to be a minor virus infecting Allium crops. The virus infection causes extensive malformation on garlic plants, and mild malformation to severe necrotic streaks on onion leaves. The severe damages on garlic plants and difficulty of aphids transmission of garlic isolate, were possible causal for the rare CMV on garlic. Genetically, the two onion isolates from Turkey (CMV-14.3Po and CMV-15.5Po) are highly similar to others isolated from various plant species in Mediterranean, European, and East Asian countries. CMV was also detected on American beautyberry, an important wildlife and pollinator food source plant native to North America.In plant tissue this virus makes characteristic viral inclusion bodies which can be diagnostic. They are hexagonal in shape (Fig. 2) and stain both in a protein stain and a nucleic acid stain. The inclusions can also be rhomboidal, may appear hollow (Fig. 2) and can form larger aggregates. The inclusions are not uniformly distributed and can be found in epidermal (Fig. 2), mesophyll, and stomatal cells. These inclusions are made up of virus particles."
466,carrot,"Symptoms appear as dirty white, circular, floury patches on either sides of the leaves.Under favourable environmental conditions, entire leaves, stems, floral parts and pods are affected.The whole leaf may be covered with powdery mass.If persistent, mild chlorosis or necrosis can also occur."
467,carrot,"Gibberella fujikuroi is most widely known for its disease producing capabilities in rice, but barley, millet, sugarcane and maize are also susceptible. In all infected plants, similar symptoms have been found, though rice has been most predominantly studied. The most telltale symptom of Bakanae is the tall, spindly look of the plant. This is a result of the gibberellins, or growth hormones, the fungus secretes. Infected plants are easy to pick out, then, as they often rise above the rest of the healthy plants with regularly secreted growth hormones.  However, it is also possible that stunting may occur, along with Chlorosis of the leaves of the plant, root lesions, or empty grains of plants grown to maturity."
468,carrot,"In susceptible crops, any parts below the ground are liable to infection. The mycelium of the fungus forms a matted, felt-like purple covering which grows over the surface of the root. Soil particles adhere to this and small, dark-coloured sclerotia grow among the hyphae. A dry rot occurs and secondary rots may move in. Mycelial threads, often merging into strands, grow through the soil and infect nearby plants. A pink or brown mat of mycelial threads may grow above the soil surface. In affected plants, the aerial parts may wilt and have discoloured, stunted foliage."
469,carrot,"In susceptible crops, any parts below the ground are liable to infection. The mycelium of the fungus forms a matted, felt-like purple covering which grows over the surface of the root. Soil particles adhere to this and small, dark-coloured sclerotia grow among the hyphae. A dry rot occurs and secondary rots may move in. Mycelial threads, often merging into strands, grow through the soil and infect nearby plants. A pink or brown mat of mycelial threads may grow above the soil surface. In affected plants, the aerial parts may wilt and have discoloured, stunted foliage."
470,carrot,"Meloidogyne hapla (Northern root-knot nematode) has a wide host range. It is polyphagous and affects over 550 crops and weeds. It feeds on many agricultural and horticultural plants (vegetables, fruits, ornamentals), but few grasses or cereals. A list of known hosts can be found at the bottom of this page.Symptoms can be seen in the roots, leaves, and the overall growth of the infected plant. In roots, there may be stunting, wilting, and the formation of abnormal growths called galls. Galls are usually small and spherical and are situated near many small roots. They are formed when the nematode enters the root and releases chemicals to enlarge root cells, on which they feed. The roots become defective and therefore cannot transport water and nutrients properly. The end result is stunted, wilted, and yellowing plants (characteristic of nutrient deficiency) and a decreased yield. Severity of the symptoms depends on nematode population density and host plant species and cultivar. As the number of nematodes increase in the area, the number and size of root galls increase as well. Each crop responds to Meloidogyne hapla differently. Carrots typically undergo severe forking with galling of the roots, lettuce have beadlike galls, and grasses and onions have small and barely noticeable galls and symptoms. In potato tubers (special stems), brown spots will appear on areas of the tubers where the females have laid their eggs.If a field has a patchy distribution of symptoms, it usually indicates the presence of nematodes. Most nematodes are not usually distributed uniformly in the soil. To correctly identify Meloidogyne hapla, the infected plant should be sent to a lab for a proper diagnosis. One common method is perineal pattern analysis where the perineum of the female nematode (area between the anus and the vulva) is examined for a specific pattern in ridges and annulations. Another common method is analyzing isozyme (different variations of the same enzyme produced by different genes) electrophoretic profiles using esterase and malate dehydrogenase."
471,carrot,"Mycocentrospora acerina has a wide host range effecting vegetables, ornamentals and weeds. Umbelliferous (carrot family) crops are particularly vulnerable and among the most economically important of the hosts. Mycocentrospora acerina causes an important post-harvest disease named ""liquorice rot"" in carrots which have been the most studied host. During the growing stage of carrots, the pathogen can cause damping-off and death of seedlings, stunting, early senescence, and leaf lesions that are brown necrotic flecks. Once the carrots are in storage the liquorice rot occurs where root lesions appear that are black in color."
472,carrot,"Phymatotrichopsis omnivora is a necrotic fungal pathogen that has a very broad host range, attacking almost 2000 dicotyledonous species. It inhabits alkaline, calcareous soils in southwestern United States. It particularly targets dicots as most monocots are immune. Economically important plant hosts affected by the pathogen include: peanuts, cotton, alfalfa, apple, pecans, and ornamental trees.First symptoms of disease is often chlorosis of the leaves then followed by browning and wilting. Two weeks of the first symptoms appear, the plant dies. In the field, infected cotton plants exhibit wilting in the mid to late summer form large circular patches and later die. Upon closer examination, the host plant's vascular system show extensive discoloration. Beneath the soil surface, other  observable signs are present. Distinctive cruciform branched hyphae develop on infected root tissue which are observable with compound microscope (Figure 1). In addition, taproots of the infect plant are covered in mycelial strands.   Another macroscopic sign are tan and white spore mats developed on the soil surface near the infected plants during favorable high moisture environmental conditions. Despite the name, these spore mats are not known to aid in dispersal. Although presence of the conidial phase on the spore mats is known, the function of the conidia remains unknown since conidial germination is rarely observed"
473,carrot,"Phymatotrichopsis omnivora is a necrotic fungal pathogen that has a very broad host range, attacking almost 2000 dicotyledonous species. It inhabits alkaline, calcareous soils in southwestern United States. It particularly targets dicots as most monocots are immune. Economically important plant hosts affected by the pathogen include: peanuts, cotton, alfalfa, apple, pecans, and ornamental trees.First symptoms of disease is often chlorosis of the leaves then followed by browning and wilting. Two weeks of the first symptoms appear, the plant dies. In the field, infected cotton plants exhibit wilting in the mid to late summer form large circular patches and later die. Upon closer examination, the host plant's vascular system show extensive discoloration. Beneath the soil surface, other  observable signs are present. Distinctive cruciform branched hyphae develop on infected root tissue which are observable with compound microscope (Figure 1). In addition, taproots of the infect plant are covered in mycelial strands.   Another macroscopic sign are tan and white spore mats developed on the soil surface near the infected plants during favorable high moisture environmental conditions. Despite the name, these spore mats are not known to aid in dispersal. Although presence of the conidial phase on the spore mats is known, the function of the conidia remains unknown since conidial germination is rarely observed"
474,carrot,"Phytophthora cactorum has an extremely wide host range, and can infect over 200 species or 160 genera of trees, ornamentals, and fruit crops. In general, P. cactorum is capable of infecting both young and old plants, and causes root rots and crown rots of the many genera it infects. Although the symptoms this pathogen produces varies between the types of organisms it infects, in general disease occurs during periods that are both wet and warm. Furthermore, most infections are caused by zoospores entering the plant through wounds.: 34 On older trees, P. cactorum causes the formation of sap exuding dark colored cankers on the trunks of trees, as well as leaf size and number reduction, chlorosis, and dieback of branches. The diagnosis of a P. cactorum infection of trees, is based on the identification of symptoms, in particular the oozing cankers, and confirmation of symptoms in a diagnosis lab or utilization of a field ELISA detection kit. P. cactorum can be a major problem in apple orchards, as it can cause crown, collar, and root rots in apple trees. When infecting apple trees, the organism can attack through wounds either above or below the soil line, impairing phloem and root function, and causing stunting, foliar disorders, and death after several years. Furthermore, because the pathogen causes damage to the phloem of the tree, one diagnostic method is to check for necrotic phloem tissue at the base of the tree which will be orange to red-brown in the early stages and dark brown in the later stages of infection.A good example of P. cactorum causing foliar disease is on ginseng. Foliar disease of ginseng usually occurs during May and early June, causing the leaves to become transparent and papery. Ginseng foliar infection occurs through the rain splash dispersal of spores from the soil onto above ground wounds. Once infected, P. cactorum works its way down to the roots, rotting them and killing the plant.P. cactorum is also one of the causal agents of black rot on orchids. When infecting orchids, this organism first produces small black lesions on the pseudobulbs of the orchid, which then enlarge and may engulf the entire pseudobulb, leaf, or move through the rhizomes to other portions of the plant prior to killing it. Diagnosis of orchid black rot by P. cactorum is through the identification of lemon-shaped zoosporangia with either a papilla or a short pedicel, the presence of oospores, or molecular identification. Since there are multiple species of Phytophthora that are capable of causing disease on orchids, classification only to the genus level is required for proper prescription of disease management techniques.Crown rot or root rot of strawberries is a common example of diseases of fruit crops caused by P. cactorum. On strawberries, P. cactorum infects the roots and the base of the plant causing stunting and reduced leaf size, with possible complete plant collapse later in the season. Similarly to apple trees, crown rots of strawberries caused by P. cactorum can be partially diagnosed by cutting the crown of the plant and observing brown vascular tissues, and root rots by brown or black stunted roots.Leather rot of strawberry is an additional disease affecting strawberry plants, with P. cactorum being the causal agent. Symptoms of this disease include brown patches or green patches with a brown border in immature fruit, with infected mature fruit displaying a purple to brown color, and becoming hard, leathery, or even mummified. Signs include visible mycelium inside of hollow infected berries, as well as mycelium on the surface of berries.  Infected fruit often has an unpleasant taste and odor, which is diagnostic."
475,carrot,"Root lesion nematodes infect a great variety of hosts. Pratylenchus penetrans alone has over 350 host plants. They include agricultural crops such as soybeans, potatoes, corn, bananas, and wheat. The genus is found most often in corn. Signs of disease are similar in most plants and generally include necrotic lesions of the roots. The lesions can also be entrances for pathogenic bacteria and fungi, which produce secondary infections. Above ground the plant becomes stunted, chlorotic, and wilted, and it often dies. A crop field may be patchy as plants wither and die. Root lesion nematodes can cause significant yield losses."
